city,hemisphere,lat,lng,max_temp,humidity,cloudiness,wind_speed,country,datetime
Anantapur,Nothern,14.68,77.6,84.25,64,98,10.33,IN,2020-07-26 12:56:22
Sabana de Torres,Nothern,7.39,-73.5,66.2,100,75,4.7,CO,2020-07-26 12:56:22
Natal,Southern,-5.79,-35.21,73.4,94,75,11.41,BR,2020-07-26 12:51:34
Fortuna,Nothern,40.6,-124.16,53.01,100,90,2.57,US,2020-07-26 12:56:23
Hirara,Nothern,24.8,125.28,85.33,81,100,14.52,JP,2020-07-26 12:56:23
Rio Grande,Southern,-32.03,-52.1,50.0,81,0,3.36,BR,2020-07-26 12:56:23
Tiksi,Nothern,71.69,128.87,37.81,94,100,14.12,RU,2020-07-26 12:56:23
Shahr-e Bābak,Nothern,30.12,55.12,95.74,10,60,20.0,IR,2020-07-26 12:56:23
Faqirwali,Nothern,29.47,73.03,102.88,30,98,2.62,PK,2020-07-26 12:56:24
Kieta,Southern,-6.22,155.63,80.11,76,99,4.99,PG,2020-07-26 12:56:24
Mossamedes,Southern,-15.2,12.15,75.2,69,0,11.41,AO,2020-07-26 12:53:25
Padang,Southern,-0.95,100.35,80.6,83,40,4.7,ID,2020-07-26 12:56:24
Borgentreich,Nothern,51.57,9.24,75.0,53,40,10.29,DE,2020-07-26 12:56:25
Shebalino,Nothern,51.29,85.68,61.72,75,0,6.35,RU,2020-07-26 12:56:25
Kalmunai,Nothern,7.42,81.82,82.53,74,100,7.52,LK,2020-07-26 12:51:29
Jumla,Nothern,29.27,82.18,67.6,72,64,3.67,NP,2020-07-26 12:53:53
Inhambane,Southern,-23.86,35.38,71.4,57,46,6.96,MZ,2020-07-26 12:49:41
Ternate,Nothern,0.8,127.4,79.23,75,100,2.37,ID,2020-07-26 12:56:26
Norman Wells,Nothern,65.28,-126.83,48.2,93,20,2.24,CA,2020-07-26 12:56:27
Port Hardy,Nothern,50.7,-127.42,54.77,86,10,1.5,CA,2020-07-26 12:54:08
Acapulco de Juárez,Nothern,16.86,-99.89,78.8,83,90,4.7,MX,2020-07-26 12:54:03
Provincia di Grosseto,Nothern,42.83,11.25,87.8,38,59,12.75,IT,2020-07-26 12:56:28
Half Moon Bay,Nothern,37.46,-122.43,59.0,87,90,5.82,US,2020-07-26 12:49:15
Yangi Marg`ilon,Nothern,40.43,71.72,95.0,23,100,9.17,UZ,2020-07-26 12:53:50
Slave Lake,Nothern,55.28,-114.77,57.2,71,1,9.17,CA,2020-07-26 12:56:29
Bodø,Nothern,67.28,14.4,68.0,56,20,10.29,NO,2020-07-26 12:56:30
Farmington,Nothern,36.73,-108.22,64.4,88,75,5.82,US,2020-07-26 12:56:30
Olafsvik,Nothern,64.89,-23.71,48.4,77,100,17.4,IS,2020-07-26 12:56:31
Luanda,Southern,-8.84,13.23,78.8,69,75,10.29,AO,2020-07-26 12:56:31
Wanning,Nothern,18.8,110.4,83.19,81,100,10.51,CN,2020-07-26 12:53:17
Pangnirtung,Nothern,66.15,-65.71,50.29,72,100,3.89,CA,2020-07-26 12:56:31
Tres Palos,Nothern,18.18,-101.62,78.8,83,90,1.88,MX,2020-07-26 12:56:32
Uyo,Nothern,5.03,7.93,78.04,87,97,2.24,NG,2020-07-26 12:52:26
Vartej,Nothern,21.73,72.07,89.6,66,20,11.41,IN,2020-07-26 12:56:32
Oga,Nothern,46.46,10.35,75.0,52,75,13.87,IT,2020-07-26 12:56:32
Dzhebariki-Khaya,Nothern,62.22,135.8,64.2,72,100,4.59,RU,2020-07-26 12:56:32
Tazovsky,Nothern,67.47,78.7,55.38,57,67,14.07,RU,2020-07-26 12:56:33
Aklavik,Nothern,68.22,-135.01,50.0,100,40,6.93,CA,2020-07-26 12:53:48
Pilar,Southern,-9.6,-35.96,78.8,69,40,16.11,BR,2020-07-26 12:56:33
Changli,Nothern,39.7,119.15,75.72,57,100,4.43,CN,2020-07-26 12:56:33
Leningradskiy,Nothern,69.38,178.42,55.62,73,0,6.64,RU,2020-07-26 12:53:50
Qaqortoq,Nothern,60.72,-46.03,50.0,81,51,3.36,GL,2020-07-26 12:56:33
Eirunepé,Southern,-6.66,-69.87,73.11,94,98,4.99,BR,2020-07-26 12:55:12
Chodzież,Nothern,52.99,16.92,73.99,82,40,12.75,PL,2020-07-26 12:56:34
Al Bardīyah,Nothern,31.76,25.09,85.84,48,0,16.51,LY,2020-07-26 12:56:34
Shimoda,Nothern,34.67,138.95,71.01,93,87,5.26,JP,2020-07-26 12:56:34
Erzin,Nothern,36.96,36.2,84.99,79,0,10.0,TR,2020-07-26 12:56:35
Americus,Nothern,32.07,-84.23,75.2,88,15,5.82,US,2020-07-26 12:56:35
Salalah,Nothern,17.02,54.09,80.6,88,90,10.29,OM,2020-07-26 12:56:35
Rodrigues Alves,Southern,-7.74,-72.65,70.39,96,99,3.42,BR,2020-07-26 12:56:36
Ust'-Kulom,Nothern,61.69,53.69,76.21,35,5,5.03,RU,2020-07-26 12:56:36
Saskylakh,Nothern,71.92,114.08,36.03,95,100,20.38,RU,2020-07-26 12:56:36
Malakal,Nothern,9.53,31.66,83.25,71,25,7.72,SS,2020-07-26 12:56:36
Byron Bay,Southern,-28.65,153.62,59.0,72,75,11.41,AU,2020-07-26 12:56:37
Geraldton,Southern,-28.77,114.6,55.4,93,0,5.82,AU,2020-07-26 12:56:37
Havre-St-Pierre,Nothern,50.23,-63.6,66.2,77,1,6.93,CA,2020-07-26 12:56:37
Sambava,Southern,-14.27,50.17,69.87,87,100,17.02,MG,2020-07-26 12:54:09
Waipawa,Southern,-41.41,175.52,44.6,93,11,8.05,NZ,2020-07-26 12:56:37
Uruguaiana,Southern,-29.75,-57.09,44.6,93,0,3.36,BR,2020-07-26 12:56:38
Thinadhoo,Nothern,0.53,72.93,83.03,66,100,1.34,MV,2020-07-26 12:56:38
Takoradze,Nothern,4.88,-1.76,79.27,72,100,11.61,GH,2020-07-26 12:54:12
Tambovka,Nothern,50.1,128.05,69.8,94,75,2.24,RU,2020-07-26 12:56:38
La Rioja,Nothern,42.25,-2.5,87.8,31,0,3.36,ES,2020-07-26 12:56:39
Dezhou,Nothern,37.45,116.29,72.63,77,70,9.04,CN,2020-07-26 12:56:39
Poum,Southern,-20.23,164.02,73.45,76,0,19.51,NC,2020-07-26 12:56:39
Celestún,Nothern,20.87,-90.4,81.21,79,100,14.03,MX,2020-07-26 12:54:05
Zacatepec,Nothern,18.65,-99.2,66.2,100,75,0.36,MX,2020-07-26 12:56:39
Los Llanos de Aridane,Nothern,28.66,-17.92,77.0,65,20,18.34,ES,2020-07-26 12:56:39
Srednekolymsk,Nothern,67.45,153.68,72.5,31,95,9.71,RU,2020-07-26 12:53:59
Touros,Southern,-5.2,-35.46,73.4,94,75,11.41,BR,2020-07-26 12:56:40
Caravelas,Southern,-17.71,-39.25,76.51,71,100,10.42,BR,2020-07-26 12:53:21
Lorengau,Southern,-2.02,147.27,82.42,79,100,9.91,PG,2020-07-26 12:56:40
Tual,Southern,-5.67,132.75,79.72,84,93,22.62,ID,2020-07-26 12:56:40
Xingcheng,Nothern,40.62,120.72,71.94,81,89,6.4,CN,2020-07-26 12:56:41
Ostrovnoy,Nothern,68.05,39.51,68.61,58,65,8.77,RU,2020-07-26 12:51:45
‘Ewa Beach,Nothern,21.32,-158.01,78.8,65,40,5.82,US,2020-07-26 12:56:41
Magrath,Nothern,49.42,-112.87,41.0,100,20,8.05,CA,2020-07-26 12:56:41
College,Nothern,64.86,-147.8,53.6,87,75,1.83,US,2020-07-26 12:53:35
Kahului,Nothern,20.89,-156.47,78.8,78,90,13.87,US,2020-07-26 12:56:42
Tirumullaivāsal,Nothern,11.23,79.83,85.08,67,65,5.37,IN,2020-07-26 12:56:42
Panacan,Nothern,9.25,118.41,81.72,72,7,1.83,PH,2020-07-26 12:56:42
Tahe,Nothern,52.33,124.73,67.84,96,100,1.99,CN,2020-07-26 12:56:42
Lavrentiya,Nothern,65.58,-171.0,51.31,82,100,1.74,RU,2020-07-26 12:53:22
Youkounkoun,Nothern,12.53,-13.13,88.66,69,52,2.24,GN,2020-07-26 12:56:43
Nouadhibou,Nothern,20.93,-17.03,73.4,78,0,21.92,MR,2020-07-26 12:55:05
Noumea,Southern,-22.28,166.46,68.0,77,6,3.36,NC,2020-07-26 12:56:43
Yeppoon,Southern,-23.13,150.73,64.4,59,40,5.5,AU,2020-07-26 12:56:43
La Quinta,Nothern,33.66,-116.31,82.0,39,1,4.47,US,2020-07-26 12:56:44
Karligan,Nothern,14.97,122.05,83.37,78,100,6.17,PH,2020-07-26 12:56:44
Diego de Almagro,Southern,-26.37,-70.05,68.31,16,0,1.63,CL,2020-07-26 12:56:44
Weatherford,Nothern,32.76,-97.8,75.99,95,0,3.0,US,2020-07-26 12:56:44
Vao,Southern,-22.67,167.48,70.48,82,44,21.18,NC,2020-07-26 12:56:44
Beyşehir,Nothern,37.68,31.72,90.25,20,0,9.28,TR,2020-07-26 12:56:45
Elizabeth City,Nothern,36.29,-76.25,81.0,88,1,6.93,US,2020-07-26 12:56:45
Alyangula,Southern,-13.85,136.42,71.6,64,3,5.82,AU,2020-07-26 12:56:45
Gouyave,Nothern,12.16,-61.73,86.0,74,40,13.87,GD,2020-07-26 12:56:45
Henties Bay,Southern,-22.12,14.28,66.0,72,0,1.99,NA,2020-07-26 12:56:46
Cayenne,Nothern,4.93,-52.33,82.4,83,62,1.12,GF,2020-07-26 12:56:46
Saldanha,Southern,-33.01,17.94,64.4,55,0,12.75,ZA,2020-07-26 12:56:46
Gamboma,Southern,-1.88,15.86,93.9,31,100,3.51,CG,2020-07-26 12:56:46
Pevek,Nothern,69.7,170.31,54.5,76,0,16.17,RU,2020-07-26 12:56:47
Sterling,Nothern,39.01,-77.43,80.01,83,20,3.36,US,2020-07-26 12:56:47
Hurghada,Nothern,27.26,33.81,95.32,32,0,20.74,EG,2020-07-26 12:56:28
Boden,Nothern,65.83,21.69,60.8,82,7,11.41,SE,2020-07-26 12:56:47
Ginir,Nothern,7.13,40.7,69.76,65,59,6.44,ET,2020-07-26 12:56:47
San Luis,Southern,-33.3,-66.34,53.17,38,0,7.2,AR,2020-07-26 12:56:48
Matagami,Nothern,49.75,-77.63,69.8,94,90,8.05,CA,2020-07-26 12:56:48
Kyabé,Nothern,9.45,18.94,75.97,88,100,3.65,TD,2020-07-26 12:56:48
Pendências,Southern,-5.26,-36.72,86.76,46,41,15.66,BR,2020-07-26 12:56:48
Zapolyarnyy,Nothern,69.42,30.81,75.2,36,39,19.46,RU,2020-07-26 12:56:48
Havøysund,Nothern,71.0,24.66,69.8,43,0,41.38,NO,2020-07-26 12:56:49
Libreville,Nothern,0.39,9.45,77.0,88,75,4.7,GA,2020-07-26 12:56:49
Uyuni,Southern,-20.46,-66.83,37.85,43,0,3.27,BO,2020-07-26 12:56:49
Gornopravdinsk,Nothern,60.05,69.9,69.84,48,81,5.55,RU,2020-07-26 12:56:49
Toamasina,Southern,-18.17,49.38,75.2,64,75,13.87,MG,2020-07-26 12:56:49
Sheridan,Nothern,44.83,-106.92,57.99,76,1,5.82,US,2020-07-26 12:56:50
Morros,Southern,-9.45,-46.3,78.17,43,85,14.03,BR,2020-07-26 12:56:50
Lázaro Cárdenas,Nothern,17.96,-102.2,76.93,87,100,4.36,MX,2020-07-26 12:53:26
Beckley,Nothern,37.78,-81.19,72.0,88,1,4.7,US,2020-07-26 12:56:50
Gravdal,Nothern,68.12,13.5,60.8,67,20,8.05,NO,2020-07-26 12:56:50
Bahía Blanca,Southern,-38.72,-62.27,48.43,51,62,12.48,AR,2020-07-26 12:56:50
Xining,Nothern,36.62,101.77,65.34,43,57,1.23,CN,2020-07-26 12:53:35
Apatou,Nothern,5.16,-54.35,84.24,67,0,3.53,GF,2020-07-26 12:56:51
North Platte,Nothern,41.12,-100.77,71.01,88,1,4.7,US,2020-07-26 12:54:07
Hong Kong,Nothern,22.29,114.16,86.0,74,20,9.17,HK,2020-07-26 12:49:27
Wajir,Nothern,1.75,40.06,91.4,36,75,10.29,KE,2020-07-26 12:56:51
Vasto,Nothern,42.12,14.71,84.0,42,100,1.99,IT,2020-07-26 12:56:52
Atagay,Nothern,55.1,99.39,66.25,82,0,0.87,RU,2020-07-26 12:56:52
Narutochō-mitsuishi,Nothern,34.18,134.62,73.4,94,75,23.04,JP,2020-07-26 12:56:52
Sapozhok,Nothern,53.94,40.68,73.15,49,78,2.59,RU,2020-07-26 12:56:52
Goderich,Nothern,43.75,-81.72,77.0,82,91,3.0,CA,2020-07-26 12:56:52
Tezu,Nothern,27.92,96.17,78.96,85,93,2.82,IN,2020-07-26 12:53:34
Matara,Nothern,5.95,80.54,80.2,81,100,8.61,LK,2020-07-26 12:53:32
Bastrop,Nothern,32.76,-91.87,75.99,100,1,3.36,US,2020-07-26 12:56:53
Sioux Lookout,Nothern,50.1,-91.92,71.6,78,75,5.82,CA,2020-07-26 12:54:23
Sabha,Nothern,27.04,14.43,100.27,10,0,13.35,LY,2020-07-26 12:56:53
Jalu,Nothern,29.03,21.55,101.61,13,0,13.87,LY,2020-07-26 12:53:27
Quang Ngai,Nothern,15.12,108.8,80.58,85,100,3.58,VN,2020-07-26 12:53:53
Jinchang,Nothern,38.5,102.17,81.79,16,0,7.58,CN,2020-07-26 12:56:54
Aripuanã,Southern,-9.17,-60.63,79.95,43,0,4.18,BR,2020-07-26 12:56:54
Ayan,Nothern,56.45,138.17,53.49,86,52,2.26,RU,2020-07-26 12:56:54
Sabang,Nothern,5.89,95.32,82.65,79,100,17.38,ID,2020-07-26 12:56:54
Pochutla,Nothern,15.74,-96.47,75.2,73,40,3.62,MX,2020-07-26 12:53:10
Claremore,Nothern,36.31,-95.62,78.01,83,1,3.36,US,2020-07-26 12:56:54
Maceió,Southern,-9.67,-35.74,78.8,69,40,16.11,BR,2020-07-26 12:56:55
Sorong,Southern,-0.88,131.25,78.17,88,100,8.79,ID,2020-07-26 12:56:55
Ahipara,Southern,-35.17,173.17,48.9,78,42,3.76,NZ,2020-07-26 12:53:24
Mayma,Nothern,52.02,85.91,63.34,78,82,17.2,RU,2020-07-26 12:56:55
Marsá Maţrūḩ,Nothern,31.35,27.25,84.2,66,0,11.41,EG,2020-07-26 12:53:34
Houma,Nothern,29.6,-90.72,75.99,94,75,9.31,US,2020-07-26 12:56:56
Guarapari,Southern,-20.67,-40.5,75.99,88,90,2.24,BR,2020-07-26 12:52:34
Dingle,Nothern,11.0,122.67,79.09,85,100,1.41,PH,2020-07-26 12:56:56
Petropavlovsk-Kamchatskiy,Nothern,53.05,158.65,59.0,77,100,6.71,RU,2020-07-26 12:56:56
Sinop Province,Nothern,41.77,34.87,81.34,40,0,7.83,TR,2020-07-26 12:56:56
Olinda,Southern,-8.01,-34.86,75.2,88,75,18.34,BR,2020-07-26 12:56:57
Carson City,Nothern,39.16,-119.77,57.0,87,75,3.36,US,2020-07-26 12:56:57
Camopi,Nothern,3.17,-52.32,80.53,76,94,2.53,GF,2020-07-26 12:56:57
Neuquén,Southern,-38.95,-68.06,48.2,70,75,4.7,AR,2020-07-26 12:55:18
Yelizovo,Nothern,53.19,158.38,59.0,77,99,6.71,RU,2020-07-26 12:56:57
Sept-Îles,Nothern,50.2,-66.38,68.0,82,75,5.82,CA,2020-07-26 12:52:32
Fayaoué,Southern,-20.65,166.53,73.6,81,52,20.2,NC,2020-07-26 12:56:58
Qandala,Nothern,11.47,49.87,91.89,51,100,3.53,SO,2020-07-26 12:56:58
Sal Rei,Nothern,16.18,-22.92,82.4,69,75,16.11,CV,2020-07-26 12:56:58
Maniitsoq,Nothern,65.42,-52.9,47.48,85,94,3.74,GL,2020-07-26 12:56:58
Polovinnoye,Nothern,54.79,65.99,69.44,53,98,6.67,RU,2020-07-26 12:56:59
Aitape,Southern,-3.14,142.35,78.69,85,100,4.14,PG,2020-07-26 12:56:59
Pierre,Nothern,44.37,-100.35,69.8,83,40,14.99,US,2020-07-26 12:53:39
Esperance,Southern,-33.87,121.9,51.8,81,0,6.93,AU,2020-07-26 12:56:59
Kovūr,Nothern,14.48,79.98,91.08,51,23,2.84,IN,2020-07-26 12:56:59
Port Augusta,Southern,-32.5,137.77,45.0,93,45,6.6,AU,2020-07-26 12:56:59
San Borja,Southern,-14.82,-66.85,64.13,53,100,3.49,BO,2020-07-26 12:57:00
Dwārka,Nothern,22.24,68.97,85.21,73,97,8.01,IN,2020-07-26 12:57:00
Gamba,Southern,-2.65,10.0,77.05,70,100,8.37,GA,2020-07-26 12:54:08
San Vicente,Southern,-26.62,-54.13,54.84,54,75,2.13,AR,2020-07-26 12:57:01
Chimbote,Southern,-9.09,-78.58,60.98,83,97,7.85,PE,2020-07-26 12:57:01
Cabedelo,Southern,-6.98,-34.83,75.2,94,75,6.93,BR,2020-07-26 12:57:03
Bereda,Nothern,43.27,-7.54,86.0,41,0,7.0,ES,2020-07-26 12:57:03
North Branch,Nothern,45.51,-92.98,69.01,99,100,5.99,US,2020-07-26 12:57:03
Cidreira,Southern,-30.18,-50.21,53.49,60,78,4.52,BR,2020-07-26 12:57:03
Aasiaat,Nothern,68.71,-52.87,42.6,95,100,16.35,GL,2020-07-26 12:53:40
Craig,Nothern,40.52,-107.55,53.6,93,1,3.36,US,2020-07-26 12:57:04
Nome,Nothern,64.5,-165.41,46.4,87,75,4.7,US,2020-07-26 12:49:48
Bontang,Nothern,0.13,117.5,78.94,85,62,9.57,ID,2020-07-26 12:57:04
Estelle,Nothern,29.85,-90.11,75.2,94,90,6.93,US,2020-07-26 12:57:04
Tlapehuala,Nothern,18.22,-100.52,72.45,91,98,1.05,MX,2020-07-26 12:57:04
Antalaha,Southern,-14.9,50.28,71.78,80,90,14.92,MG,2020-07-26 12:53:24
Oranjestad,Nothern,12.52,-70.03,82.4,83,75,17.22,AW,2020-07-26 12:52:26
Murgab,Nothern,37.5,61.97,104.0,15,0,9.17,TM,2020-07-26 12:57:05
Haysville,Nothern,37.56,-97.35,77.0,78,1,8.05,US,2020-07-26 12:57:05
Berlevåg,Nothern,70.86,29.09,63.7,55,0,16.96,NO,2020-07-26 12:57:05
Prince George,Nothern,53.92,-122.75,55.4,76,90,8.05,CA,2020-07-26 12:53:55
San José del Guaviare,Nothern,2.57,-72.65,73.87,84,100,1.32,CO,2020-07-26 12:57:06
Merauke,Southern,-8.47,140.33,77.38,83,100,16.4,ID,2020-07-26 12:57:06
Eskhar,Nothern,49.8,36.59,80.6,34,100,11.18,UA,2020-07-26 12:57:06
Oranjemund,Southern,-28.55,16.43,63.46,65,0,21.45,NA,2020-07-26 12:57:06
Marsh Harbour,Nothern,26.54,-77.06,82.38,76,8,9.71,BS,2020-07-26 12:57:07
Guerrero Negro,Nothern,27.98,-114.06,65.17,91,0,9.26,MX,2020-07-26 12:53:47
Phalaborwa,Southern,-23.94,31.14,75.2,31,0,6.93,ZA,2020-07-26 12:57:07
Inírida,Nothern,3.87,-67.92,73.62,97,100,3.96,CO,2020-07-26 12:53:30
San Andrés,Nothern,12.58,-81.7,82.4,83,75,10.29,CO,2020-07-26 12:57:07
Ryazan,Nothern,54.62,39.74,74.05,52,13,5.26,RU,2020-07-26 12:57:07
Richards Bay,Southern,-28.78,32.04,72.32,29,0,6.6,ZA,2020-07-26 12:56:20
Magistral'nyy,Nothern,56.17,107.45,61.16,63,100,2.91,RU,2020-07-26 12:53:48
La Primavera,Nothern,5.49,-70.41,71.83,95,100,1.99,CO,2020-07-26 12:57:08
Mogok,Nothern,22.92,96.5,69.51,100,100,2.26,MM,2020-07-26 12:57:08
Kautokeino,Nothern,69.01,23.04,60.19,74,89,17.43,NO,2020-07-26 12:57:08
Litovko,Nothern,49.24,135.17,65.19,93,32,2.13,RU,2020-07-26 12:57:08
Fergus,Nothern,47.3,-109.27,59.0,44,1,9.17,US,2020-07-26 12:57:08
Baykit,Nothern,61.67,96.37,61.52,71,100,1.63,RU,2020-07-26 12:57:09
Broome,Nothern,42.25,-75.83,70.0,85,33,1.01,US,2020-07-26 12:57:09
Bac Lieu,Nothern,9.29,105.72,83.57,71,87,5.12,VN,2020-07-26 12:57:09
Sucúa,Southern,-2.47,-78.17,68.9,80,94,1.48,EC,2020-07-26 12:57:09
Sarangani,Nothern,5.4,125.46,83.19,70,20,5.06,PH,2020-07-26 12:57:09
Kalemie,Southern,-5.95,29.19,77.31,46,9,6.33,CD,2020-07-26 12:57:10
Hasaki,Nothern,35.73,140.83,78.8,88,75,6.93,JP,2020-07-26 12:57:10
Manokwari,Southern,-0.87,134.08,80.56,74,100,4.74,ID,2020-07-26 12:57:10
Necochea,Southern,-38.55,-58.74,48.0,63,100,10.0,AR,2020-07-26 12:57:10
Outlook,Nothern,51.5,-107.05,54.0,86,0,5.01,CA,2020-07-26 12:57:11
Norrtälje,Nothern,59.76,18.7,70.0,69,57,10.0,SE,2020-07-26 12:57:11
Malbork,Nothern,54.04,19.03,81.0,42,7,18.34,PL,2020-07-26 12:57:11
Cadereyta,Nothern,25.58,-99.98,71.6,94,90,20.8,MX,2020-07-26 12:57:11
Sobolevo,Nothern,54.43,31.9,73.26,75,51,3.22,RU,2020-07-26 12:57:12
Wilmington,Nothern,34.23,-77.94,80.6,74,1,3.22,US,2020-07-26 12:53:16
Armidale,Southern,-30.52,151.65,45.0,79,100,5.99,AU,2020-07-26 12:52:42
São João da Barra,Southern,-21.64,-41.05,73.4,88,0,4.7,BR,2020-07-26 12:57:12
Masuguru,Southern,-11.37,38.42,80.22,35,100,4.14,TZ,2020-07-26 12:57:12
Kampene,Southern,-3.6,26.67,94.87,18,0,5.14,CD,2020-07-26 12:57:12
Benjamín Hill,Nothern,30.17,-111.1,77.0,90,0,4.9,MX,2020-07-26 12:57:13
Jaisalmer,Nothern,26.91,70.92,98.35,37,70,6.35,IN,2020-07-26 12:57:13
Agirish,Nothern,61.92,63.02,69.51,49,89,6.73,RU,2020-07-26 12:57:13
Cururupu,Southern,-1.83,-44.87,85.46,58,0,4.56,BR,2020-07-26 12:57:13
Zyryanka,Nothern,65.75,150.85,70.9,43,0,9.08,RU,2020-07-26 12:57:13
Ghanzi,Southern,-21.57,21.78,71.22,23,0,7.52,BW,2020-07-26 12:55:03
Saint-Leu,Southern,-21.15,55.28,73.4,60,45,23.04,RE,2020-07-26 12:57:13
Zhangaözen,Nothern,43.3,52.8,99.79,14,66,5.37,KZ,2020-07-26 12:57:14
Malumfashi,Nothern,11.79,7.62,86.5,54,2,8.81,NG,2020-07-26 12:57:14
Kloulklubed,Nothern,7.04,134.26,77.0,94,90,4.7,PW,2020-07-26 12:56:54
Tayshet,Nothern,55.93,98.0,65.52,91,60,3.74,RU,2020-07-26 12:57:14
Ţahţā,Nothern,26.77,31.5,102.2,14,0,17.22,EG,2020-07-26 12:53:37
Taoudenni,Nothern,22.68,-3.98,112.32,12,0,6.8,ML,2020-07-26 12:57:15
Aykhal,Nothern,66.0,111.5,41.0,80,90,8.95,RU,2020-07-26 12:57:15
Eyl,Nothern,7.98,49.82,87.53,49,83,22.66,SO,2020-07-26 12:57:15
Severobaykal'sk,Nothern,55.65,109.32,65.48,57,100,8.14,RU,2020-07-26 12:57:15
Kongolo,Southern,-5.38,27.0,95.88,16,0,6.58,CD,2020-07-26 12:57:15
Waingapu,Southern,-9.66,120.26,74.57,75,95,13.53,ID,2020-07-26 12:57:16
Skibotn,Nothern,69.39,20.27,68.0,56,40,25.28,NO,2020-07-26 12:57:16
Umm Kaddadah,Nothern,13.6,26.69,91.04,45,77,13.13,SD,2020-07-26 12:54:13
Petropavl,Nothern,54.88,69.16,73.4,35,40,11.18,KZ,2020-07-26 12:57:16
Nerchinskiy Zavod,Nothern,51.31,119.61,69.33,87,100,4.14,RU,2020-07-26 12:57:16
Bonnyville,Nothern,54.27,-110.73,51.8,100,20,6.93,CA,2020-07-26 12:57:16
Silver City,Nothern,32.77,-108.28,64.4,77,1,4.7,US,2020-07-26 12:57:17
Guanambi,Southern,-14.22,-42.78,75.58,51,97,14.52,BR,2020-07-26 12:54:14
San Miguel de Tucumán,Southern,-26.82,-65.22,42.8,56,0,4.7,AR,2020-07-26 12:56:19
Gomel,Nothern,52.43,30.98,82.4,45,75,13.42,BY,2020-07-26 12:57:17
Barra de Tecoanapa,Nothern,16.52,-98.75,77.74,79,100,3.8,MX,2020-07-26 12:57:17
Antsohihy,Southern,-14.88,47.99,81.19,42,100,14.76,MG,2020-07-26 12:57:17
Ambon City,Southern,-3.7,128.18,78.8,83,40,4.7,ID,2020-07-26 12:57:17
Auki,Southern,-8.77,160.7,77.88,86,100,4.41,SB,2020-07-26 12:53:25
Vila,Nothern,42.03,-8.16,91.99,65,0,10.29,PT,2020-07-26 12:53:58
Chu,Nothern,43.6,73.76,90.14,21,100,19.39,KZ,2020-07-26 12:53:38
Kaura Namoda,Nothern,12.59,6.58,87.53,56,8,9.48,NG,2020-07-26 12:57:18
Jardim,Southern,-21.48,-56.14,67.42,54,98,5.03,BR,2020-07-26 12:57:18
Sulangan,Nothern,11.14,123.72,85.23,73,15,6.6,PH,2020-07-26 12:54:01
San Quintín,Nothern,30.48,-115.95,65.26,90,18,8.57,MX,2020-07-26 12:57:18
Sokołów Podlaski,Nothern,52.41,22.25,82.0,40,0,3.2,PL,2020-07-26 12:57:19
Lăzăreni,Nothern,46.87,22.07,78.8,61,75,8.05,RO,2020-07-26 12:57:19
Gallup,Nothern,35.53,-108.74,57.2,93,20,4.7,US,2020-07-26 12:54:51
Batticaloa,Nothern,7.71,81.69,84.65,70,100,5.66,LK,2020-07-26 12:53:49
Tadpatri,Nothern,14.92,78.02,87.94,56,25,7.87,IN,2020-07-26 12:57:20
Inyonga,Southern,-6.72,32.07,87.42,18,70,2.71,TZ,2020-07-26 12:57:20
Eenhana,Southern,-17.47,16.33,82.4,20,0,6.93,NA,2020-07-26 12:57:20
Dormidontovka,Nothern,47.77,134.91,68.0,92,0,4.21,RU,2020-07-26 12:57:20
Pingliang,Nothern,35.54,106.69,74.57,29,0,7.49,CN,2020-07-26 12:57:20
Lokosovo,Nothern,61.13,74.82,67.68,50,48,7.38,RU,2020-07-26 12:57:21
Meadow Lake,Nothern,34.8,-106.54,66.2,88,20,6.93,US,2020-07-26 12:57:21
Kiunga,Southern,-6.12,141.29,74.34,97,100,3.47,PG,2020-07-26 12:57:21
